x1,x2,x3,x4,x5,categoria
-0.1025,-4.2927,-8.9088,-6.7638,-8.6541,A
3.8498,-8.1767,6.5338,7.6634,9.3835,A
-5.7438,-0.6803,8.9702,-3.3555,-1.7692,A
9.2841,5.6711,8.9025,-7.4179,-8.6635,B
8.4144,3.7845,8.3239,1.1490,-5.2540,B
3.6857,-6.8616,2.8981,-2.0354,9.7800,B
-4.5476,6.5334,3.5819,-3.0513,-1.6844,B
4.9817,-6.0814,-3.4612,9.8599,9.4336,A
9.3680,-7.2772,5.4027,1.2842,8.7640,B
2.7370,5.8372,5.5236,3.6342,4.6793,B
-7.3436,-9.7536,7.0358,9.2920,4.8091,A
-8.3528,-5.0507,-2.0180,-1.6027,2.7266,A
4.4923,-3.8889,-8.0639,-4.9181,7.3279,B
1.2575,-1.8673,2.3736,9.8959,-4.9668,A
0.8877,7.2550,-1.9668,-7.8178,-9.2415,B
1.9941,-6.6647,-6.8939,-7.2028,3.0965,B
0.8463,-5.2712,-3.5701,-4.8282,-4.3457,A
0.0242,-0.3547,8.9370,-5.2916,-4.9218,B
2.2014,7.4627,-1.7131,9.3080,-2.3835,A
-8.5473,-8.9354,0.8899,-1.8853,-2.0852,A
3.0733,0.0458,-3.4330,-4.7689,7.7195,B
5.0437,9.7500,-2.3006,5.0041,9.2642,B
4.4209,-7.3412,0.8041,2.3434,8.3993,B
9.9982,6.4964,7.7933,-3.9099,6.6869,B
-8.1596,-5.2531,-2.8073,3.8477,-2.2693,A
-5.8406,7.6515,7.8831,2.8895,7.6524,B
2.4689,0.5658,2.3453,0.1443,1.2703,B
-8.5389,-5.0015,-6.1736,-4.0888,3.4854,A
-2.7101,-5.7289,-0.2296,3.9518,0.2761,A
-2.0990,-7.0469,8.0137,-5.8388,5.5065,B
-0.6576,-8.2590,9.1361,-4.1755,-5.2840,A
-9.3025,6.1143,6.8524,-6.6260,5.1380,B
0.6206,8.2700,-0.7975,-1.6671,5.0704,B
3.0225,-9.9741,3.5179,-3.0011,-0.4469,A
0.4788,-4.0495,-5.1627,6.1535,-4.4248,A
0.5190,-3.0925,-2.6481,-5.5278,-0.5403,B
-7.4197,-9.8712,-3.8880,9.7904,-8.3782,A
0.8691,6.1678,7.6757,-6.6200,7.9794,B
-7.9547,-3.1500,2.8564,1.5786,8.1865,A
7.3909,-2.6313,4.1833,7.8962,-4.2393,A
-6.5019,6.3915,0.6046,-2.6635,9.9777,B
-6.7253,-0.1899,-1.8182,-4.7681,-7.6067,A
0.7596,-5.9931,5.5825,1.8270,0.2451,A
2.3132,-6.3470,1.2271,3.8920,-4.3805,A
1.5198,-0.5018,-1.0665,8.2497,-8.8345,A
-4.7759,-1.6537,-9.7804,-6.7942,8.4591,B
3.1424,1.8584,-5.3686,5.4769,7.0707,B
-7.4312,-2.1063,9.1681,-7.7571,9.2868,B
4.6605,-7.9302,2.2906,5.7637,5.2929,A
5.3879,-5.2943,-1.8490,-6.7158,0.2494,B
7.7713,0.0119,2.4794,-1.6584,5.4623,B
8.5965,4.0403,5.1057,-0.2254,8.5658,B
-8.5041,1.8667,-6.0493,-5.4769,-4.4207,A
9.8944,-0.0368,8.8387,-6.8192,9.4253,B
-0.4952,0.9246,-8.1248,8.5052,0.1459,A
5.9195,-2.1584,-9.8484,-5.3208,-9.2561,A
7.7400,3.5786,-8.0584,0.9166,-5.3356,B
9.8640,-5.4893,-0.4592,0.4545,9.5392,B
-5.9613,-5.4080,-4.6599,9.5400,-4.7523,A
9.8483,1.9923,-8.2976,-9.8756,1.5548,B
-3.1952,6.8267,-5.2856,-6.3952,3.2771,B
5.9738,-3.9088,-0.0659,5.4998,6.3746,B
1.5176,3.9258,-1.3215,-9.6955,-3.3359,B
9.3407,-9.3850,-7.9533,-5.3626,2.3146,B
1.5827,7.9226,7.0052,9.5512,-9.1707,A
9.5153,-0.6132,4.8253,-2.6636,-8.6837,B
0.1307,7.0678,3.1221,-3.6892,-7.4827,B
6.8510,-9.8670,-0.2066,-0.2942,5.1165,B
-1.3291,-7.5056,-0.4939,-3.2744,5.5040,B
0.7390,-2.2276,8.1372,-8.6779,-5.6840,B
-2.9946,-3.6127,-9.5991,5.9868,7.8733,A
9.6247,0.2973,-6.7174,-9.6991,-3.1166,B
4.1205,1.4036,6.0974,-8.4885,-4.8494,B
3.6534,-6.5291,-0.8479,1.5294,-3.5855,A
3.4104,-1.6141,-4.0210,-1.6649,8.1652,B
0.9547,-5.7883,-5.4428,2.4040,-5.5020,A
0.6815,5.8792,8.4490,1.7268,9.3615,B
-2.1727,9.6119,-6.7962,-7.2907,0.7969,B
-3.6308,-4.7106,0.4246,-7.2358,4.9424,B
-4.7914,1.4505,-9.9749,3.4470,-4.7146,A
8.1105,7.2442,-5.6819,-2.0480,7.0068,B
-3.3783,-5.7634,3.4841,2.3219,9.8397,A
-9.8338,-8.6892,0.9212,4.9185,3.6301,A
7.9520,4.2534,8.0108,0.7134,6.6465,B
-1.1500,-0.0430,7.0871,-6.8104,-2.4891,B
-2.0308,6.5627,-3.9459,-7.8395,3.2181,B
-8.3999,3.2128,8.1290,-4.2802,0.5211,B
5.0725,-8.7526,5.8306,8.6215,4.5445,A
5.1269,-2.5826,2.7186,1.8310,-5.3244,A
8.6488,6.4269,2.7237,-4.5630,0.3688,B
-8.5231,6.3172,4.8045,2.3239,2.1117,A
-3.4059,9.7472,9.5727,-9.5373,3.9153,B
3.9968,2.9698,2.2155,1.7416,-6.3469,A
-6.9631,-9.5985,4.4043,2.8475,-0.6846,A
3.1607,-5.3839,-1.6681,9.4045,7.3063,A
9.6153,-6.5354,1.4589,-3.7645,-0.7957,B
-8.2823,-4.6754,-6.2678,-3.4571,-5.2566,A
1.0513,-2.4111,5.9275,5.6339,-8.6754,A
-1.5346,6.5131,-2.8973,-3.8121,8.8226,B
-2.6713,1.8973,7.1699,-9.1528,0.9287,B
8.9838,-9.7288,-0.7859,3.0395,6.5362,B
-4.5289,9.4336,1.5255,8.1785,-6.4648,A
6.0444,-5.9740,-2.0993,0.3228,-9.3746,A
-1.8770,3.7843,6.9984,4.8583,-9.9482,A
3.9594,4.2282,-4.4891,8.1557,-1.3878,A
1.0107,7.6383,-7.6119,1.6183,3.3549,B
-2.8728,-4.6691,-4.5905,-8.8864,-0.2297,B
4.6446,-5.3920,8.8740,2.2347,0.8590,B
-4.4665,-5.2614,-1.7015,5.2216,5.1693,A
0.5682,-4.9127,6.5716,3.7536,-3.4476,A
1.8818,-2.0361,0.5369,-6.3186,3.5000,B
0.3832,6.6226,-8.4799,7.5554,-4.1161,A
-3.7602,5.2611,7.9376,4.9546,1.0724,A
-8.5994,-6.2820,9.5335,8.1677,-7.4147,A
-0.7190,-8.5899,-3.2057,-4.0546,4.8320,B
-5.9564,-0.3095,-1.7400,-2.9267,-5.7625,A
5.6113,1.7094,-6.3372,3.2980,9.3810,B
-7.9615,-7.1889,9.4168,-1.4690,9.7376,A
-2.7736,9.3058,3.0389,-5.7684,1.3998,B
-0.1606,5.1572,-8.6876,-4.6292,-8.4992,A
2.0373,-0.5959,1.5761,-8.4735,7.0755,B
4.3543,0.1730,2.5087,8.5643,4.4635,A
8.4326,-8.8263,-6.7582,-0.1990,2.4928,B
4.8067,-5.6730,7.6055,6.4403,4.2988,A
-4.2031,-7.8629,-3.0940,6.4160,-6.0399,A
2.4596,-7.1115,-6.4149,8.8084,-2.1620,A
1.0762,0.0912,6.7399,-1.6708,1.5645,B
-0.4182,-0.2824,-8.8797,5.6224,3.8817,A
5.0106,-1.0264,4.1807,-4.4466,-1.9955,B
-3.1653,9.2847,-3.6082,-2.1851,5.1658,B
-7.1306,-4.0631,6.7707,2.9632,4.5968,A
3.1742,3.2108,-6.7862,-1.8293,1.8635,B
8.0190,-3.6712,3.1837,2.2235,5.1844,B
-8.4477,-8.9357,-7.5386,8.3508,6.8169,A
8.8950,-5.0243,-6.7588,-2.1105,-5.6563,B
-4.2576,3.8202,4.8166,5.9736,-0.4666,A
-9.5733,4.3900,8.0410,-7.6548,-2.2871,B
6.4008,3.3734,9.8592,1.1340,9.8496,B
3.5319,-6.8211,-2.0451,9.0881,0.9618,A
-8.2985,5.6025,4.8875,-8.9561,-0.8443,B
6.3552,-1.2395,-8.4348,-5.3520,9.0754,B
-8.5958,4.4439,-8.4225,2.6765,-2.5007,A
-0.8041,6.9709,-2.5066,-6.7135,-8.0135,B
1.4928,2.4766,-8.8133,-8.0687,-2.2261,B
7.4487,-0.2305,6.6290,2.5088,7.8900,B
-9.3465,-2.5513,1.0637,6.5755,-7.4491,A
8.2419,7.8183,9.7310,-9.9738,-8.1130,B
1.7989,6.4025,-1.1157,-5.9867,-6.4807,B
9.0057,-3.9056,-7.8399,-4.7524,-1.1222,B
7.6468,4.3608,-0.2435,2.7044,1.8246,B
-9.2797,-8.6060,9.2795,-0.6151,4.0807,A
1.7744,6.3823,3.9946,-1.7054,8.0577,B
-8.2850,-6.0926,-8.2615,6.9113,0.4296,A
9.8028,-5.4365,5.1226,9.1653,3.9123,A
-1.7758,8.7871,-1.9601,-1.8398,5.1333,B
9.4791,8.1426,-1.4761,6.9349,-9.2081,A
-1.0963,-5.4137,9.3323,-8.1085,-8.2614,A
5.0242,-0.4147,9.3336,2.7439,-3.1276,A
-4.1005,-5.9747,-0.0785,-5.1382,-1.9378,A
4.7783,0.0559,2.2113,-6.0034,-9.0610,B
2.9027,4.7681,0.6754,0.5665,4.4238,B
3.7993,-7.1967,-3.6982,3.7405,4.1700,A
-2.3626,9.2739,-5.6106,-1.6730,7.9516,B
-4.8183,-6.6253,9.4277,-5.6764,3.2834,B
-4.8066,-1.7309,-0.1975,-7.5092,-1.3703,B
-0.2215,-4.6586,7.8904,-0.6275,6.6306,B
-6.0898,2.8874,3.9455,-5.5969,-4.2083,A
1.4059,-2.2844,-6.8865,1.2932,-6.8814,A
0.2273,-1.5937,-4.3472,2.8585,9.7839,B
2.6490,1.5013,0.9904,2.4419,1.1845,B
0.7929,-7.9746,3.4185,0.0013,-6.9331,A
7.7730,-1.3408,9.9934,-8.1698,-0.1514,B
-7.3694,4.0110,-5.1056,-4.9805,9.8938,B
4.3953,-4.7156,-6.5839,-4.4381,-9.3193,A
-0.7957,-6.3927,-2.6884,-4.4874,1.3777,B
5.6137,-0.6201,-6.0883,-2.4011,0.8903,B
-2.5042,-3.8509,-5.2003,-0.8958,-0.6804,A
2.0966,9.3010,2.0294,-3.2709,-6.5082,B
1.5866,2.2962,6.8971,-9.9163,3.6256,B
8.3556,9.5732,-9.4286,-8.3403,5.2462,B
-0.3064,-9.8690,4.6285,-9.6303,1.1592,B
6.5368,3.0428,1.6442,-1.5681,8.7152,B
3.5310,9.1011,9.3260,-9.3415,9.9479,B
8.3734,8.3651,9.3793,1.7610,2.4551,B
6.6893,2.9713,-8.0936,-7.6927,6.4675,B
3.4949,8.7904,2.3728,-4.3529,-8.8112,B
-6.8119,-7.9408,3.9342,2.7818,5.1190,A
-8.4359,2.4946,-8.1173,-8.4814,-7.2503,A
-3.4864,0.5217,6.5283,-6.7556,-2.1749,B
-7.0608,2.8564,8.2920,4.6862,-1.3617,A
-2.3136,-8.6971,-8.3963,-6.4321,-0.2107,A
8.1119,-2.1509,-5.0147,8.7781,-6.3785,A
-9.3612,3.3153,-0.6476,-7.9029,9.3614,B
-0.8616,-2.2799,-8.2058,5.4853,4.2216,A
-3.4932,-5.5082,8.1571,-4.8604,5.3294,B
-7.8158,9.0980,-9.7707,-2.2848,-7.3055,A
7.6619,2.5284,-6.5308,0.4708,2.3419,B
9.3340,-8.7258,-6.3426,-4.0083,-7.1355,A
4.9572,-0.1573,3.7722,-8.4730,-8.3207,B
-9.4475,-4.1627,4.5306,7.8609,5.8949,A
-7.6454,-5.6902,3.6509,5.0437,-6.5198,A
-8.2678,-2.5210,6.1827,-5.9443,-3.3393,A
-7.2978,9.4828,-9.0994,-0.2515,7.2520,B
-5.9814,6.2505,3.5681,-4.8619,9.4684,B
4.9672,1.0452,-6.5013,2.2387,0.2967,B
-0.0953,-7.3681,-9.9228,-5.4004,9.3161,B
8.0544,7.0760,-8.7052,6.1924,3.9247,B
-8.1840,8.6919,-0.0870,-7.0569,-0.1986,B
8.0689,-2.4624,5.4025,5.0956,8.3611,B
-0.2020,0.5730,1.3462,-2.6717,-8.6530,A
1.7260,9.6755,-7.6809,3.5065,-7.0237,A
-0.5384,-3.4646,-3.2290,-6.8092,3.5494,B
0.0470,-7.7277,-4.5171,5.8425,0.1031,A
-1.0158,9.5523,-6.0503,8.1186,-6.5610,A
3.0146,-3.3277,3.2831,-2.4464,-3.5787,B
-6.6277,4.8362,-7.5883,0.8383,-0.4215,A
-6.7233,-3.4160,6.2460,-3.2757,6.1974,B
-3.7900,-9.8866,9.8113,1.4777,-6.4309,A
-4.1322,-6.9675,-6.1767,-0.2691,2.0504,A
8.8098,0.9312,9.5240,-1.5798,-0.9155,B
7.8275,-3.1002,-5.3481,8.9776,-8.3513,A
7.9982,-0.3955,0.7683,3.4303,2.8562,B
3.1889,-6.3593,3.1025,4.5226,8.7221,B
-3.9504,8.7496,1.3208,-7.6072,-9.5335,B
0.4235,0.7627,2.7372,0.9494,0.0179,A
0.4698,-4.2072,-8.9749,0.0642,-8.0836,A
0.7504,7.7009,-6.7130,-8.6347,3.6060,B
-8.6136,4.4092,3.5635,-2.8503,-4.1517,A
-2.2312,3.5877,1.7728,-8.1056,-8.5908,B
6.1666,3.8237,8.8321,-3.5044,-0.2624,B
-7.3717,4.7107,-5.8178,1.4495,-9.8332,A
1.8137,6.7368,3.9320,-3.7224,5.6994,B
-7.9798,-3.6465,-0.1843,-0.7530,-0.3313,A
-6.7197,9.9911,-3.8509,-8.3885,9.5865,B
4.4975,3.5750,9.0125,-9.6238,3.2736,B
8.8703,9.2566,-9.7024,8.2514,6.5180,B
-9.0756,3.6620,-3.6070,-0.0478,-1.2192,A
-3.5319,-1.4510,-6.4439,5.4782,5.2343,A
-9.1840,5.9552,-3.4135,8.9738,3.1332,A
-6.2116,-4.2454,-4.1004,6.2929,9.0751,A
-9.0404,-1.6371,-5.4758,-6.9979,-7.8677,A
1.8888,0.5090,-0.0240,-6.3722,-2.3097,B
4.5078,-7.5305,9.7997,4.7215,-4.4152,A
-3.3943,4.3669,8.3827,6.0867,7.3504,A
-2.8891,4.7619,-1.6288,2.8677,-6.4487,A
-4.8122,-3.1855,-5.8764,-9.6698,7.0598,B
9.0588,6.2474,-4.2851,3.9254,-8.7328,A
5.4000,-4.4039,6.3588,5.3576,-6.9778,A
9.6910,4.3060,-7.9710,-2.4864,-1.8084,B
-3.2385,2.3067,1.4274,3.6950,-9.1862,A
4.2572,-5.0144,-8.8438,-5.1242,4.0928,B
9.0327,-2.0647,-4.9534,5.6156,6.0505,B
-0.1194,-5.4200,2.0917,1.4332,-7.9330,A
